cbsa,metro_name,yr,qtr,index_nsa,index_sa
10580,"Albany-Schenectady-Troy, NY",1991,1,100.00,100.00
10580,"Albany-Schenectady-Troy, NY",1991,2,99.86,100.32
10580,"Albany-Schenectady-Troy, NY",1991,3,100.20,100.39
10580,"Albany-Schenectady-Troy, NY",1991,4,99.83,98.77
10580,"Albany-Schenectady-Troy, NY",1992,1,102.83,102.90
10580,"Albany-Schenectady-Troy, NY",1992,2,100.70,101.13
10580,"Albany-Schenectady-Troy, NY",1992,3,101.04,101.21
10580,"Albany-Schenectady-Troy, NY",1992,4,103.51,102.41
10580,"Albany-Schenectady-Troy, NY",1993,1,101.90,102.12
10580,"Albany-Schenectady-Troy, NY",1993,2,99.79,100.06
10580,"Albany-Schenectady-Troy, NY",1993,3,100.05,100.15
10580,"Albany-Schenectady-Troy, NY",1993,4,99.35,98.39
10580,"Albany-Schenectady-Troy, NY",1994,1,97.75,98.12
10580,"Albany-Schenectady-Troy, NY",1994,2,98.12,98.18
10580,"Albany-Schenectady-Troy, NY",1994,3,97.13,97.12
10580,"Albany-Schenectady-Troy, NY",1994,4,98.62,97.87
10580,"Albany-Schenectady-Troy, NY",1995,1,95.79,96.29
10580,"Albany-Schenectady-Troy, NY",1995,2,94.81,94.64
10580,"Albany-Schenectady-Troy, NY",1995,3,94.87,94.75
10580,"Albany-Schenectady-Troy, NY",1995,4,94.57,94.06
10580,"Albany-Schenectady-Troy, NY",1996,1,91.81,92.37
10580,"Albany-Schenectady-Troy, NY",1996,2,93.63,93.33
10580,"Albany-Schenectady-Troy, NY",1996,3,92.42,92.13
10580,"Albany-Schenectady-Troy, NY",1996,4,91.30,91.02
10580,"Albany-Schenectady-Troy, NY",1997,1,93.11,93.73
10580,"Albany-Schenectady-Troy, NY",1997,2,94.86,94.51
10580,"Albany-Schenectady-Troy, NY",1997,3,92.67,92.18
10580,"Albany-Schenectady-Troy, NY",1997,4,91.89,91.77
10580,"Albany-Schenectady-Troy, NY",1998,1,91.27,91.90
10580,"Albany-Schenectady-Troy, NY",1998,2,90.84,90.55
10580,"Albany-Schenectady-Troy, NY",1998,3,93.93,93.21
10580,"Albany-Schenectady-Troy, NY",1998,4,93.89,93.86
10580,"Albany-Schenectady-Troy, NY",1999,1,93.02,93.72
10580,"Albany-Schenectady-Troy, NY",1999,2,94.39,94.20
10580,"Albany-Schenectady-Troy, NY",1999,3,95.66,94.70
10580,"Albany-Schenectady-Troy, NY",1999,4,95.12,95.09
10580,"Albany-Schenectady-Troy, NY",2000,1,96.07,96.94
10580,"Albany-Schenectady-Troy, NY",2000,2,98.00,97.90
10580,"Albany-Schenectady-Troy, NY",2000,3,100.40,99.19
10580,"Albany-Schenectady-Troy, NY",2000,4,100.70,100.62
10580,"Albany-Schenectady-Troy, NY",2001,1,99.64,100.76
10580,"Albany-Schenectady-Troy, NY",2001,2,104.07,103.98
10580,"Albany-Schenectady-Troy, NY",2001,3,107.65,106.16
10580,"Albany-Schenectady-Troy, NY",2001,4,107.86,107.73
10580,"Albany-Schenectady-Troy, NY",2002,1,108.15,109.64
10580,"Albany-Schenectady-Troy, NY",2002,2,111.70,111.46
10580,"Albany-Schenectady-Troy, NY",2002,3,115.80,114.09
10580,"Albany-Schenectady-Troy, NY",2002,4,117.85,117.76
10580,"Albany-Schenectady-Troy, NY",2003,1,120.38,122.24
10580,"Albany-Schenectady-Troy, NY",2003,2,126.57,126.10
10580,"Albany-Schenectady-Troy, NY",2003,3,132.70,130.69
10580,"Albany-Schenectady-Troy, NY",2003,4,136.12,136.10
10580,"Albany-Schenectady-Troy, NY",2004,1,136.06,138.29
10580,"Albany-Schenectady-Troy, NY",2004,2,144.34,143.61
10580,"Albany-Schenectady-Troy, NY",2004,3,151.64,149.34
10580,"Albany-Schenectady-Troy, NY",2004,4,153.91,154.02
10580,"Albany-Schenectady-Troy, NY",2005,1,155.73,158.30
10580,"Albany-Schenectady-Troy, NY",2005,2,165.60,164.64
10580,"Albany-Schenectady-Troy, NY",2005,3,170.67,168.09
10580,"Albany-Schenectady-Troy, NY",2005,4,170.65,170.83
10580,"Albany-Schenectady-Troy, NY",2006,1,173.91,176.86
10580,"Albany-Schenectady-Troy, NY",2006,2,180.91,179.75
10580,"Albany-Schenectady-Troy, NY",2006,3,180.09,177.42
10580,"Albany-Schenectady-Troy, NY",2006,4,181.22,181.37
10580,"Albany-Schenectady-Troy, NY",2007,1,179.66,182.83
10580,"Albany-Schenectady-Troy, NY",2007,2,181.99,180.62
10580,"Albany-Schenectady-Troy, NY",2007,3,184.45,181.97
10580,"Albany-Schenectady-Troy, NY",2007,4,180.99,180.87
10580,"Albany-Schenectady-Troy, NY",2008,1,177.53,180.83
10580,"Albany-Schenectady-Troy, NY",2008,2,180.59,179.04
10580,"Albany-Schenectady-Troy, NY",2008,3,182.48,180.37
10580,"Albany-Schenectady-Troy, NY",2008,4,178.49,178.10
10580,"Albany-Schenectady-Troy, NY",2009,1,171.26,174.48
10580,"Albany-Schenectady-Troy, NY",2009,2,176.83,175.24
10580,"Albany-Schenectady-Troy, NY",2009,3,176.33,174.60
10580,"Albany-Schenectady-Troy, NY",2009,4,175.17,174.53
10580,"Albany-Schenectady-Troy, NY",2010,1,170.86,174.06
10580,"Albany-Schenectady-Troy, NY",2010,2,178.54,176.93
10580,"Albany-Schenectady-Troy, NY",2010,3,175.07,173.53
10580,"Albany-Schenectady-Troy, NY",2010,4,174.89,174.22
10580,"Albany-Schenectady-Troy, NY",2011,1,164.99,167.84
10580,"Albany-Schenectady-Troy, NY",2011,2,173.48,172.05
10580,"Albany-Schenectady-Troy, NY",2011,3,168.43,167.02
10580,"Albany-Schenectady-Troy, NY",2011,4,168.67,168.14
10580,"Albany-Schenectady-Troy, NY",2012,1,168.51,171.05
10580,"Albany-Schenectady-Troy, NY",2012,2,169.63,168.51
10580,"Albany-Schenectady-Troy, NY",2012,3,171.92,170.27
10580,"Albany-Schenectady-Troy, NY",2012,4,170.70,170.58
10580,"Albany-Schenectady-Troy, NY",2013,1,168.11,170.14
10580,"Albany-Schenectady-Troy, NY",2013,2,172.66,171.84
10580,"Albany-Schenectady-Troy, NY",2013,3,175.03,173.06
10580,"Albany-Schenectady-Troy, NY",2013,4,173.12,173.39
10580,"Albany-Schenectady-Troy, NY",2014,1,170.48,172.27
10580,"Albany-Schenectady-Troy, NY",2014,2,172.94,172.24
10580,"Albany-Schenectady-Troy, NY",2014,3,176.08,173.81
10580,"Albany-Schenectady-Troy, NY",2014,4,173.83,174.54
10580,"Albany-Schenectady-Troy, NY",2015,1,174.54,176.14
10580,"Albany-Schenectady-Troy, NY",2015,2,175.47,174.76
10580,"Albany-Schenectady-Troy, NY",2015,3,177.44,175.05
10580,"Albany-Schenectady-Troy, NY",2015,4,173.13,174.04
10580,"Albany-Schenectady-Troy, NY",2016,1,177.22,178.82
10580,"Albany-Schenectady-Troy, NY",2016,2,182.65,181.82
10580,"Albany-Schenectady-Troy, NY",2016,3,182.32,179.80
10580,"Albany-Schenectady-Troy, NY",2016,4,183.05,184.25
10580,"Albany-Schenectady-Troy, NY",2017,1,179.79,181.28
10580,"Albany-Schenectady-Troy, NY",2017,2,185.69,184.76
10580,"Albany-Schenectady-Troy, NY",2017,3,190.50,188.03
10580,"Albany-Schenectady-Troy, NY",2017,4,187.68,188.73
10580,"Albany-Schenectady-Troy, NY",2018,1,191.72,193.59
10580,"Albany-Schenectady-Troy, NY",2018,2,191.42,190.17
10580,"Albany-Schenectady-Troy, NY",2018,3,194.96,192.54
10580,"Albany-Schenectady-Troy, NY",2018,4,194.22,195.25
10580,"Albany-Schenectady-Troy, NY",2019,1,192.28,194.40
10580,"Albany-Schenectady-Troy, NY",2019,2,197.62,196.00
10580,"Albany-Schenectady-Troy, NY",2019,3,198.69,196.43
10580,"Albany-Schenectady-Troy, NY",2019,4,194.34,195.13
10580,"Albany-Schenectady-Troy, NY",2020,1,197.92,200.65
10580,"Albany-Schenectady-Troy, NY",2020,2,205.55,203.41
10580,"Albany-Schenectady-Troy, NY",2020,3,212.07,209.62
10580,"Albany-Schenectady-Troy, NY",2020,4,221.45,222.38
10580,"Albany-Schenectady-Troy, NY",2021,1,223.34,226.86
10580,"Albany-Schenectady-Troy, NY",2021,2,240.97,238.09
10580,"Albany-Schenectady-Troy, NY",2021,3,247.72,244.79
10580,"Albany-Schenectady-Troy, NY",2021,4,249.87,250.77
10580,"Albany-Schenectady-Troy, NY",2022,1,255.96,260.63
10580,"Albany-Schenectady-Troy, NY",2022,2,273.70,270.26
10580,"Albany-Schenectady-Troy, NY",2022,3,267.25,263.66
10580,"Albany-Schenectady-Troy, NY",2022,4,265.84,266.96
10580,"Albany-Schenectady-Troy, NY",2023,1,267.60,272.64
10580,"Albany-Schenectady-Troy, NY",2023,2,287.91,284.54
10580,"Albany-Schenectady-Troy, NY",2023,3,300.75,296.21
10580,"Albany-Schenectady-Troy, NY",2023,4,301.52,302.82
10580,"Albany-Schenectady-Troy, NY",2024,1,297.88,303.58
10580,"Albany-Schenectady-Troy, NY",2024,2,310.61,307.41
10580,"Albany-Schenectady-Troy, NY",2024,3,320.58,315.21
10580,"Albany-Schenectady-Troy, NY",2024,4,317.18,318.64
10580,"Albany-Schenectady-Troy, NY",2025,1,321.90,327.92
10580,"Albany-Schenectady-Troy, NY",2025,2,332.83,329.91
10740,"Albuquerque, NM",1991,1,100.00,100.00
10740,"Albuquerque, NM",1991,2,101.39,100.76
10740,"Albuquerque, NM",1991,3,101.37,101.24
10740,"Albuquerque, NM",1991,4,102.77,102.73
10740,"Albuquerque, NM",1992,1,105.70,105.71
10740,"Albuquerque, NM",1992,2,106.62,106.00
10740,"Albuquerque, NM",1992,3,107.61,107.38
10740,"Albuquerque, NM",1992,4,109.82,109.80
10740,"Albuquerque, NM",1993,1,111.35,111.42
10740,"Albuquerque, NM",1993,2,115.54,114.87
10740,"Albuquerque, NM",1993,3,118.09,117.74
10740,"Albuquerque, NM",1993,4,121.55,121.55
10740,"Albuquerque, NM",1994,1,125.58,125.76
10740,"Albuquerque, NM",1994,2,129.48,128.68
10740,"Albuquerque, NM",1994,3,133.31,132.85
10740,"Albuquerque, NM",1994,4,134.50,134.53
10740,"Albuquerque, NM",1995,1,135.56,135.82
10740,"Albuquerque, NM",1995,2,137.90,137.01
10740,"Albuquerque, NM",1995,3,139.65,139.14
10740,"Albuquerque, NM",1995,4,138.33,138.36
10740,"Albuquerque, NM",1996,1,138.95,139.25
10740,"Albuquerque, NM",1996,2,141.42,140.47
10740,"Albuquerque, NM",1996,3,140.12,139.66
10740,"Albuquerque, NM",1996,4,139.92,139.91
10740,"Albuquerque, NM",1997,1,139.39,139.66
10740,"Albuquerque, NM",1997,2,141.24,140.31
10740,"Albuquerque, NM",1997,3,139.22,138.83
10740,"Albuquerque, NM",1997,4,139.99,139.91
10740,"Albuquerque, NM",1998,1,139.53,139.79
10740,"Albuquerque, NM",1998,2,140.58,139.70
10740,"Albuquerque, NM",1998,3,141.13,140.79
10740,"Albuquerque, NM",1998,4,141.31,141.13
10740,"Albuquerque, NM",1999,1,142.03,142.29
10740,"Albuquerque, NM",1999,2,143.02,142.24
10740,"Albuquerque, NM",1999,3,142.57,142.14
10740,"Albuquerque, NM",1999,4,143.25,143.03
10740,"Albuquerque, NM",2000,1,142.20,142.52
10740,"Albuquerque, NM",2000,2,142.86,142.16
10740,"Albuquerque, NM",2000,3,143.32,142.75
10740,"Albuquerque, NM",2000,4,141.93,141.72
10740,"Albuquerque, NM",2001,1,144.84,145.24
10740,"Albuquerque, NM",2001,2,146.60,145.93
10740,"Albuquerque, NM",2001,3,147.58,146.80
10740,"Albuquerque, NM",2001,4,147.58,147.48
10740,"Albuquerque, NM",2002,1,147.59,148.04
10740,"Albuquerque, NM",2002,2,151.46,150.77
10740,"Albuquerque, NM",2002,3,154.13,153.14
10740,"Albuquerque, NM",2002,4,155.69,155.76
10740,"Albuquerque, NM",2003,1,155.38,155.87
10740,"Albuquerque, NM",2003,2,159.47,158.74
10740,"Albuquerque, NM",2003,3,161.87,160.66
10740,"Albuquerque, NM",2003,4,163.62,163.87
10740,"Albuquerque, NM",2004,1,167.35,167.86
10740,"Albuquerque, NM",2004,2,171.16,170.36
10740,"Albuquerque, NM",2004,3,175.78,174.30
10740,"Albuquerque, NM",2004,4,177.67,178.12
10740,"Albuquerque, NM",2005,1,184.84,185.40
10740,"Albuquerque, NM",2005,2,193.48,192.62
10740,"Albuquerque, NM",2005,3,202.99,201.07
10740,"Albuquerque, NM",2005,4,208.15,208.77
10740,"Albuquerque, NM",2006,1,216.53,217.32
10740,"Albuquerque, NM",2006,2,225.75,224.72
10740,"Albuquerque, NM",2006,3,232.03,229.71
10740,"Albuquerque, NM",2006,4,235.06,235.66
10740,"Albuquerque, NM",2007,1,237.01,238.15
10740,"Albuquerque, NM",2007,2,239.88,238.72
10740,"Albuquerque, NM",2007,3,240.46,238.12
10740,"Albuquerque, NM",2007,4,233.54,233.73
10740,"Albuquerque, NM",2008,1,231.25,232.79
10740,"Albuquerque, NM",2008,2,230.24,229.07
10740,"Albuquerque, NM",2008,3,229.00,226.77
10740,"Albuquerque, NM",2008,4,220.70,220.60
10740,"Albuquerque, NM",2009,1,212.90,214.65
10740,"Albuquerque, NM",2009,2,215.88,214.70
10740,"Albuquerque, NM",2009,3,214.12,211.92
10740,"Albuquerque, NM",2009,4,214.10,213.93
10740,"Albuquerque, NM",2010,1,210.05,212.17
10740,"Albuquerque, NM",2010,2,208.01,206.57
10740,"Albuquerque, NM",2010,3,204.39,202.17
10740,"Albuquerque, NM",2010,4,201.59,201.62
10740,"Albuquerque, NM",2011,1,194.13,196.37
10740,"Albuquerque, NM",2011,2,191.10,189.36
10740,"Albuquerque, NM",2011,3,193.91,191.77
10740,"Albuquerque, NM",2011,4,189.64,189.88
10740,"Albuquerque, NM",2012,1,189.19,191.60
10740,"Albuquerque, NM",2012,2,197.57,195.42
10740,"Albuquerque, NM",2012,3,198.83,196.52
10740,"Albuquerque, NM",2012,4,193.31,193.82
10740,"Albuquerque, NM",2013,1,195.01,197.68
10740,"Albuquerque, NM",2013,2,202.27,199.71
10740,"Albuquerque, NM",2013,3,200.49,198.17
10740,"Albuquerque, NM",2013,4,197.43,198.04
10740,"Albuquerque, NM",2014,1,196.93,199.76
10740,"Albuquerque, NM",2014,2,204.76,201.95
10740,"Albuquerque, NM",2014,3,204.62,202.45
10740,"Albuquerque, NM",2014,4,204.22,204.72
10740,"Albuquerque, NM",2015,1,202.67,205.57
10740,"Albuquerque, NM",2015,2,207.46,204.58
10740,"Albuquerque, NM",2015,3,212.26,210.28
10740,"Albuquerque, NM",2015,4,208.73,209.05
10740,"Albuquerque, NM",2016,1,205.03,207.70
10740,"Albuquerque, NM",2016,2,216.48,213.80
10740,"Albuquerque, NM",2016,3,216.78,214.82
10740,"Albuquerque, NM",2016,4,218.81,219.14
10740,"Albuquerque, NM",2017,1,217.21,219.62
10740,"Albuquerque, NM",2017,2,223.38,220.95
10740,"Albuquerque, NM",2017,3,225.09,223.04
10740,"Albuquerque, NM",2017,4,227.67,228.21
10740,"Albuquerque, NM",2018,1,227.71,229.71
10740,"Albuquerque, NM",2018,2,232.87,230.67
10740,"Albuquerque, NM",2018,3,235.37,233.15
10740,"Albuquerque, NM",2018,4,232.55,233.38
10740,"Albuquerque, NM",2019,1,237.72,239.36
10740,"Albuquerque, NM",2019,2,245.14,243.04
10740,"Albuquerque, NM",2019,3,249.32,246.85
10740,"Albuquerque, NM",2019,4,248.37,249.53
10740,"Albuquerque, NM",2020,1,255.51,257.00
10740,"Albuquerque, NM",2020,2,262.71,260.62
10740,"Albuquerque, NM",2020,3,272.50,269.58
10740,"Albuquerque, NM",2020,4,279.31,280.84
10740,"Albuquerque, NM",2021,1,289.67,291.34
10740,"Albuquerque, NM",2021,2,306.29,303.77
10740,"Albuquerque, NM",2021,3,319.61,316.07
10740,"Albuquerque, NM",2021,4,326.93,328.89
10740,"Albuquerque, NM",2022,1,339.57,341.68
10740,"Albuquerque, NM",2022,2,359.42,356.21
10740,"Albuquerque, NM",2022,3,360.97,356.98
10740,"Albuquerque, NM",2022,4,364.06,366.38
10740,"Albuquerque, NM",2023,1,365.23,367.63
10740,"Albuquerque, NM",2023,2,376.54,372.83
10740,"Albuquerque, NM",2023,3,386.16,381.93
10740,"Albuquerque, NM",2023,4,383.78,386.45
10740,"Albuquerque, NM",2024,1,387.87,390.45
10740,"Albuquerque, NM",2024,2,397.46,393.27
10740,"Albuquerque, NM",2024,3,397.88,393.57
10740,"Albuquerque, NM",2024,4,393.19,396.17
10740,"Albuquerque, NM",2025,1,404.99,407.61
10740,"Albuquerque, NM",2025,2,415.64,411.09
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,1,100.00,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,2,100.39,100.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,3,102.33,101.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,4,99.97,100.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,1,102.26,102.32
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,2,101.88,101.51
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,3,101.41,100.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,4,99.71,99.98
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,1,99.77,99.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,2,100.64,100.18
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,3,100.03,99.40
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,4,101.67,101.87
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,1,99.91,100.24
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,2,100.79,100.26
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,3,100.42,99.79
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,4,98.69,98.83
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,1,98.03,98.47
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,2,98.43,97.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,3,98.57,97.90
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,4,98.02,98.17
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,1,97.11,97.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,2,99.63,99.11
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,3,99.82,99.07
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,4,97.55,97.75
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,1,99.95,100.38
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,2,98.47,98.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,3,99.66,98.87
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,4,98.89,99.12
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,1,100.01,100.40
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,2,100.64,100.19
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,3,101.80,101.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,4,101.28,101.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,1,102.17,102.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,2,104.69,104.26
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,3,105.62,104.87
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,4,105.50,105.55
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,1,107.23,107.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,2,108.58,108.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,3,111.32,110.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,4,113.36,113.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,1,114.06,114.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,2,116.89,116.48
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,3,118.12,117.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,4,119.79,119.59
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,1,120.86,121.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,2,124.84,124.43
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,3,128.20,127.20
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,4,131.35,131.10
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,1,133.90,134.85
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,2,138.91,138.48
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,3,143.77,142.50
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,4,145.63,145.43
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,1,148.43,149.57
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,2,154.34,153.78
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,3,161.17,159.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,4,165.92,165.83
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,1,166.09,167.38
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,2,175.04,174.35
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,3,182.83,181.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,4,187.37,187.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,1,190.82,192.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,2,196.53,195.65
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,3,198.45,196.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,4,197.18,197.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,1,200.24,202.14
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,2,205.23,204.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,3,200.02,198.01
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,4,197.97,197.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,1,191.32,193.50
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,2,187.28,186.22
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,3,185.96,183.95
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,4,182.28,181.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,1,173.10,175.41
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,2,174.95,173.79
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,3,174.49,172.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,4,171.24,170.93
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,1,170.27,172.99
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,2,169.07,167.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,3,166.63,164.57
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,4,162.10,161.90
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,1,154.52,157.32
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,2,157.43,155.74
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,3,157.50,155.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,4,152.75,152.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,1,150.46,153.41
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,2,155.95,154.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,3,154.26,152.15
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,4,153.49,153.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,1,152.50,155.51
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,2,159.15,157.22
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,3,157.68,155.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,4,159.32,159.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,1,155.15,158.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,2,162.35,160.50
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,3,164.23,161.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,4,159.79,160.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,1,157.12,160.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,2,160.36,158.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,3,164.84,162.18
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,4,161.76,162.20
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,1,161.61,164.40
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,2,167.09,165.51
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,3,170.30,167.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,4,167.60,168.08
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,1,166.60,169.22
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,2,173.94,172.31
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,3,177.41,174.90
10900,"Allentown-Bethlehem-Easton, PA-NJ",2017,4,178.72,179.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,1,177.84,180.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,2,183.82,182.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,3,185.56,183.40
10900,"Allentown-Bethlehem-Easton, PA-NJ",2018,4,184.66,185.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,1,186.67,189.09
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,2,192.49,190.49
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,3,192.61,190.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",2019,4,192.75,193.13
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,1,196.32,198.68
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,2,199.04,196.85
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,3,210.37,208.57
10900,"Allentown-Bethlehem-Easton, PA-NJ",2020,4,218.31,218.84
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,1,225.96,228.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,2,239.99,237.14
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,3,249.53,247.70
10900,"Allentown-Bethlehem-Easton, PA-NJ",2021,4,256.62,257.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,1,262.40,264.79
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,2,275.61,272.17
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,3,279.29,277.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",2022,4,278.09,279.46
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,1,278.10,279.96
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,2,295.96,292.15
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,3,302.70,301.34
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,4,299.68,301.57
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,1,318.31,319.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,2,320.11,315.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,3,314.17,313.11
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,4,318.37,320.74
10900,"Allentown-Bethlehem-Easton, PA-NJ",2025,1,333.90,334.61
10900,"Allentown-Bethlehem-Easton, PA-NJ",2025,2,337.40,333.05
